Subject,Epoch,Train loss,Val Loss
AB11,1,0.17060470581054688,0.12416127448198472
AB11,2,0.16208322594563165,0.1302686000564174
AB11,3,0.1532768780986468,0.14612503482167385
AB11,4,0.14876736452182135,0.155470489805241
AB11,5,0.1435747171441714,0.14522822919370962
AB11,6,0.14154150088628134,0.1494904628239018
AB11,7,0.13646430522203445,0.14246242032347878
AB11,8,0.13120287035902342,0.14466708227761152
AB11,9,0.12794395039478937,0.12541776213387013
AB11,10,0.12166565532485644,0.1146818729163694
AB11,11,0.12021940822402637,0.12174873238945118
AB11,12,0.11351528391242027,0.1407531319409301
AB11,13,0.10951408619681995,0.1136320156472435
AB11,14,0.10596359272797902,0.12928336765039866
AB11,15,0.10306100050608318,0.13460072194233783
AB11,16,0.10097494348883629,0.10877464420820225
AB11,17,0.09683802103002866,0.12109977942660513
AB11,18,0.09436319147547086,0.11689313087412272
AB11,19,0.09599510207772255,0.1457286652654779
AB11,20,0.09268185372153918,0.11605335845109768
AB11,21,0.09043085823456447,0.12287966143686233
AB12,1,0.16610834499200186,0.21110326850162395
AB12,2,0.1567547544836998,0.23280013016192241
AB12,3,0.14872336387634277,0.2548807970713824
AB12,4,0.1453177978595098,0.24648282621902498
AB12,5,0.14127251009146372,0.22787115797823804
AB12,6,0.1362905502319336,0.23398189250041138
AB12,7,0.13288075352708498,0.23686766164715994
AB12,8,0.12908291320006052,0.25358463498255746
AB12,9,0.12634646892547607,0.2245877807896415
AB12,10,0.12092836573719978,0.21917662580328232
AB13,1,0.17013958593209585,0.11649853858206079
AB13,2,0.1582191934188207,0.14475302081247615
AB13,3,0.1517951339483261,0.137789903292081
AB13,4,0.1503851686914762,0.12605123342462937
AB13,5,0.14654617259899774,0.13601191092792125
AB13,6,0.14163429786761603,0.13187891463221946
AB13,7,0.13761324062943459,0.11748933033877106
AB13,8,0.1336074856420358,0.1147269497643102
AB13,9,0.13086465001106262,0.13369365427906643
AB13,10,0.12591217830777168,0.1488461588654351
AB13,11,0.12719102700551352,0.10603388217453547
AB13,12,0.12254128232598305,0.08921371608366312
AB13,13,0.11894590531786282,0.12656072193080173
AB13,14,0.11792264754573505,0.12641715478890067
AB13,15,0.11630398035049438,0.10648709797643055
AB13,16,0.11061403900384903,0.09707757980641821
AB13,17,0.11118024090925853,0.09383027830253408
AB14,1,0.16882712890704474,0.12959483479501568
AB14,2,0.15696544696887335,0.1465142604161037
AB14,3,0.14869076013565063,0.15982535175017773
AB14,4,0.14484623074531555,0.1473760330568879
AB14,5,0.14031877865393957,0.160747441158454
AB14,6,0.13334794590870538,0.16730043599982897
AB14,7,0.1282521498699983,0.15495348590949748
AB14,8,0.12419224654634793,0.17530768917023723
AB14,9,0.12218508993585904,0.14337150267569976
AB14,10,0.1178697260717551,0.14186276615949237
AB15,1,0.16196049253145853,0.10320402979642264
AB15,2,0.1461730239291986,0.11149511822680039
AB15,3,0.14273966600497565,0.11453742267035727
AB15,4,0.1382993385195732,0.11960593234302837
AB15,5,0.13607107847929,0.12040335879619442
AB15,6,0.13348868985970816,0.11630582339616853
AB15,7,0.1312386728823185,0.10932656274691446
AB15,8,0.12350213279326756,0.10978901655232506
AB15,9,0.12300352255503337,0.10824147847467172
AB15,10,0.11729105686148007,0.09502727509851554
AB15,11,0.11272186537583669,0.09524038945908533
AB15,12,0.1117666723827521,0.08946022908411809
AB15,13,0.10415275643269221,0.09167900324257007
AB15,14,0.1000453568994999,0.09193602398580024
