Subject,Epoch,Train loss,Val Loss
AB11,1,0.17632166047890982,0.1441562257263105
AB11,2,0.16604495296875635,0.13386031832824527
AB11,3,0.15960453947385153,0.14956903231064675
AB11,4,0.15436339130004248,0.15431627831691183
AB11,5,0.1475266913572947,0.18403970328167327
AB11,6,0.14521059642235437,0.17950792465174248
AB11,7,0.14470972369114557,0.25366919551983724
AB11,8,0.13910702367623648,0.24720184678935314
AB11,9,0.13207763930161795,0.31172173685771376
AB11,10,0.12996939942240715,0.4048955426820792
AB12,1,0.16845590621232986,0.1898079695830926
AB12,2,0.16305778423945108,0.22058585393295455
AB12,3,0.1565092777212461,0.20463150605898012
AB12,4,0.15110070010026297,0.25317370283671403
AB12,5,0.14566868046919504,0.26469988066872413
AB12,6,0.14266437292099,0.2729846220294183
AB12,7,0.13826539615790048,0.30775651442395013
AB12,8,0.13452513267596564,0.3430730911141092
AB12,9,0.12955020368099213,0.4032070013948462
AB12,10,0.1250454286734263,0.5158676870421253
AB13,1,0.18262450397014618,0.09402403450364528
AB13,2,0.1711428537964821,0.10338723061843512
AB13,3,0.16422555595636368,0.10564090547652669
AB13,4,0.15904473016659418,0.10635634714667246
AB13,5,0.15174191693464914,0.1277046140705077
AB13,6,0.1498419220248858,0.14317044611352514
AB13,7,0.1456559126575788,0.14496900454022973
AB13,8,0.1417872210343679,0.16889649402033888
AB13,9,0.1382458284497261,0.18710018003816312
AB13,10,0.1341283991932869,0.21130772238105255
AB14,1,0.17082682500282922,0.11939148037009852
AB14,2,0.16314795861641565,0.1270670176479399
AB19,1,0.1672746886809667,0.06100176753352571
AB19,2,0.15749461948871613,0.06203391056624241
AB14,3,0.15697886298100153,0.13850439953604876
AB19,3,0.15291504065195718,0.06881081650499254
AB19,4,0.14921990782022476,0.0601825152116362
AB19,5,0.14369484533866247,0.05980266479309648
AB14,4,0.1506075660387675,0.18155563531726737
AB19,6,0.14196829249461493,0.05761345737846568
AB19,7,0.13906317949295044,0.048126367619261146
AB19,8,0.1334190865357717,0.046376056896406226
AB14,5,0.14817399283250174,0.1777643436214067
AB19,9,0.12820372730493546,0.04410318885493325
AB19,10,0.12679868564009666,0.0451733802765375
AB19,11,0.12117429201801617,0.04704767109797103
AB14,6,0.14349847535292307,0.18600910581854357
AB19,12,0.11776649331053098,0.044426975058740936
AB19,13,0.11583852147062619,0.04892781025409931
AB19,14,0.11260732139150302,0.046066173672443256
AB14,7,0.1388993039727211,0.2241699752582383
AB14,8,0.1339456265171369,0.24781920069030353
AB20,1,0.1653735116124153,0.09389038617486384
AB20,2,0.15478588143984476,0.10269094904564988
AB14,9,0.13035562013586363,0.2828738616461853
AB20,3,0.15128600597381592,0.10508875946389205
AB20,4,0.14755485455195108,0.10964240333927211
AB20,5,0.1426683763662974,0.10365664819950487
AB20,6,0.13962224125862122,0.09695134117309727
AB14,10,0.1262934630115827,0.3173031685058422
AB20,7,0.14183190713326135,0.09077676633067096
AB20,8,0.13782153030236563,0.09352431724320596
AB20,9,0.1322346031665802,0.0882258480692755
AB20,10,0.1284249226252238,0.08548254402938174
AB20,11,0.12217039366563161,0.08333999468986668
AB20,12,0.1178739791115125,0.08569670938400191
AB20,13,0.1157546949883302,0.08303734529485453
AB20,14,0.10811671614646912,0.07993224285431762
AB20,15,0.10464947049816449,0.08161018560849019
AB20,16,0.10541415711243947,0.07313352630042763
AB20,17,0.10136815408865611,0.10390129702082321
AB20,18,0.10013431062301,0.07447287468100662
AB15,1,0.16542915503184,0.09919425004479865
AB20,19,0.09883701552947362,0.0863778434638212
AB20,20,0.09809645762046178,0.08402950177664187
AB20,21,0.09379869947830836,0.09222988831574347
AB15,2,0.1541601543625196,0.09994134691946988
AB15,3,0.14889632910490036,0.10252699100954542
AB15,4,0.1422711213429769,0.1021171726022305
AB15,5,0.13961786528428397,0.10994481531652942
AB15,6,0.1352657526731491,0.11801491072748913
AB15,7,0.13172987227638563,0.12974734480298167
AB15,8,0.12495906526843707,0.1427725496521192
AB15,9,0.11958032101392746,0.1567333344953941
AB15,10,0.11424752448995908,0.17739923986425596
