Subject,Epoch,Train loss,Val Loss
AB11,1,0.20444664607445398,0.16671224901729748
AB11,2,0.17254751175642014,0.10042286315578813
AB11,3,0.1653819034496943,0.10519600478058666
AB11,4,0.1593766212463379,0.1417969305684967
AB11,5,0.15219640731811523,0.14529675172068457
AB11,6,0.14979244023561478,0.13559758729755508
AB11,7,0.14521676301956177,0.14886188092603048
AB11,8,0.1426390508810679,0.13570289319180998
AB11,9,0.14136689404646555,0.13571533508798925
AB11,10,0.13704845557610193,0.1344993158228203
AB12,1,0.16901998966932297,0.20122086157604246
AB12,2,0.15556050091981888,0.2427960612303154
AB12,3,0.14874667674303055,0.2343074611705643
AB12,4,0.14561938246091208,0.2245827424382283
AB12,5,0.1413281485438347,0.2418850912395018
AB12,6,0.13910919924577078,0.23305251870135016
AB12,7,0.13622155909736952,0.2337672365448353
AB12,8,0.13047081480423608,0.2190511462130499
AB12,9,0.12644455581903458,0.245646493289281
AB12,10,0.12409940361976624,0.2471047009902329
AB13,1,0.1770867109298706,0.13059064969563206
AB13,2,0.16538143654664358,0.12947026768727843
AB13,3,0.15877190480629602,0.13055845570447416
AB13,4,0.15330636749664941,0.13266761061726665
AB13,5,0.14960840344429016,0.12894021020213775
AB13,6,0.1488295023639997,0.11728706038205551
AB13,7,0.14547259112199148,0.12545332879284923
AB13,8,0.14074880381425223,0.1049421730886196
AB13,9,0.13535349071025848,0.10282756659676726
AB13,10,0.13174253205458322,0.09765355614286338
AB13,11,0.12503611048062643,0.13987996997004198
AB13,12,0.12589771300554276,0.12176779747879098
AB13,13,0.12201510493954022,0.11323379868650282
AB13,14,0.11485657592614491,0.10553524812424274
AB13,15,0.11152068773905437,0.11765040985071364
AB14,1,0.17941430707772574,0.09496884873139023
AB14,2,0.1625605821609497,0.12647631135125417
AB14,3,0.15277587125698724,0.12428271311468311
AB14,4,0.1491877610484759,0.1439391267121113
AB14,5,0.14876696467399597,0.132119866036531
AB14,6,0.14376691977183023,0.12343368101822134
AB14,7,0.14143974085648855,0.12958764735703712
AB14,8,0.1362530713280042,0.12499418925957471
AB14,9,0.13250079999367395,0.1254241366651819
AB14,10,0.12853423009316126,0.10807877469567521
AB15,1,0.17708971599737802,0.1024677721095452
AB15,2,0.15629878143469492,0.11556425845987205
AB15,3,0.14935502409934998,0.1132214138381628
AB15,4,0.14505160599946976,0.11104949926540478
AB15,5,0.13967053095499674,0.12213634115768902
AB15,6,0.1389841934045156,0.12302615665900174
AB15,7,0.13103384400407472,0.11474363541981178
AB15,8,0.13081782311201096,0.1136760949921697
AB15,9,0.12871061762173971,0.11164002579205962
AB15,10,0.1241933989028136,0.10474006517498351
AB16,1,0.16639041900634766,0.09692388011471313
AB16,2,0.15655352423588434,0.09331174798802856
AB16,3,0.15049511939287186,0.09927207364372033
AB16,4,0.1533123974998792,0.09755808490273707
AB16,5,0.14694974571466446,0.10144124607391217
AB16,6,0.13929761946201324,0.10474268045714673
AB16,7,0.13458272938927016,0.11207013182780322
AB16,8,0.13275950526197752,0.10475069941843257
AB16,9,0.12512600297729173,0.10919144283980131
AB16,10,0.11943752939502399,0.10730942078482579
AB17,1,0.16547212998072305,0.08910247207834171
AB17,2,0.16068966935078302,0.0908896342636301
AB17,3,0.15363209694623947,0.08614815413378753
AB17,4,0.1495242491364479,0.08810140696855692
AB17,5,0.14640408754348755,0.08145492271735118
AB17,6,0.14259369422992071,0.07857148707486115
AB17,7,0.1409455786148707,0.07047216379298614
AB17,8,0.13241230696439743,0.06733991520909163
AB17,9,0.12619650612274805,0.0689826409977216
AB17,10,0.12063919628659885,0.0661600958269376
AB17,11,0.1180188258488973,0.06848383984313561
AB17,12,0.1129987562696139,0.06887169635066619
AB17,13,0.10925612971186638,0.0637554467870639
AB17,14,0.10879867151379585,0.06885865388008264
AB17,15,0.10457032173871994,0.06262593829574493
AB17,16,0.10329791530966759,0.06529478771755329
AB17,17,0.09829990565776825,0.058190110196860934
AB17,18,0.0976144050558408,0.06149513228581502
AB17,19,0.09624644368886948,0.06227455951560002
AB17,20,0.09285831948121388,0.05930328423587176
AB17,21,0.09076517944534619,0.05834103299734684
AB17,22,0.08723976587255795,0.0599411455484537
AB18,1,0.1695622280240059,0.07171215417011725
AB18,2,0.15626486639181772,0.07351429485292597
AB18,3,0.14896262188752493,0.08399312875487587
AB18,4,0.1406522865096728,0.09109443067714121
AB18,5,0.14177247633536658,0.07789756305459322
AB18,6,0.1369908625880877,0.07848094623874534
AB18,7,0.13681689153114954,0.07988714042938116
AB18,8,0.12912544856468836,0.0722965009820958
AB18,9,0.12900948400298753,0.08186878800166375
AB18,10,0.12354806438088417,0.07454091651986043
AB19,1,0.17362346251805624,0.06324494865475572
AB19,2,0.16218072175979614,0.06229883959167637
AB19,3,0.1546938791871071,0.06905309937428683
AB19,4,0.14994865159193674,0.07004866382339969
AB19,5,0.14510205139716467,0.06119299857527949
AB19,6,0.14102872212727866,0.06004842321272008
AB19,7,0.1386216233174006,0.0538233318075072
AB19,8,0.13525092601776123,0.04765907382534351
AB19,9,0.1325310841202736,0.041119714558590204
AB19,10,0.12521814306577048,0.038043069806008134
AB19,11,0.12188064306974411,0.03671082766595646
AB19,12,0.12384857485691707,0.036676836094557075
